Job_ID,Job_Text,Sentences
5626750840,"Database/Storage Administrator Architecting, planning, designing, developing, deploying and supporting RAC/ASM environment.Install & configure Oracle clusterware & Database Software.Test and benchmark the application prior to going into production to determine its effects on GES and GCS with special focus on load testing for interconnect traffic.Work with customer for different RAC related issue:[hangcheck timer, split brain, RAC recovery, ASM, OCR corruptions, Voting disk loss & so on].Troubleshoot performance issues for the RAC instances (GC events).Backup and Recovery issues related (loss of OCR, Voting Disk and Oracle clusterware).Resolve /Diagnose Node Eviction.Upgrade 10g R2 RAC to 11g R2 RAC.Install, configure and support uni-directional and bi-directional Oracle-to-Oracle replicate environments utilizing GoldenGate V10.4.0.x and V11.2.1.0.1.Develop custom utilities to automate manually intensive tasks including mass schema changes, recovering GoldenGate corruptions and managing host/cluster maintenance mode blackouts.Upgrade of Oracle databases from 9.2.0.5.0, 10.2.0.2 to 10.2.0.4 and 11.1.0.7.0 on Sun Solaris and Linux server.Monitor database on a regular basic with help of Alert logs, Listener log, Redo log status, Fragmentation level of Tablespaces.Oracle table partitioning and maintenance, Interval partition, Range, List and hash partition.Day to day storage maintenance of VMAX/DMX/VNX arrays.Day to day storage provisioning on symmetrix in order to support migrations (ESX, UNIX, Windows).Create and configured Raid groups/Storage pools, binding/create LUNS using Unisphere manager& SYMCLI, Navisphere Manager and NaviCLI.Perform data migration from CLARIION CX4-960 to SYMMETRIX VMAX-40K using Open Replicator.Administration of SAN environment consists Cisco 9513 Director switches.Allocate storage to VMware ESX, Linux, Windows, AIX, HP-UX, Solaris servers along with clusters from DMX, VMAX, CX and VNX arrays  Position requires a Bachelor’s Degree in Computer Information Systems, Computer Science, Engineering or any Bachelor’s Degree with relevant experience.  TO APPLY:  Please send resume and cover letter referencing Ref.# 5821.00AA to: Galaxy Software Solutions, Inc., Attn: Dileep Tiwari, 5820 N. Lilley Road, Suite 8, Canton, Michigan 48187 or email at jobs@galaxy-soft.com  Job Features Job Category Administrator Salary Range 1 - 3 L Experience Required 2 - 3 Years","Database/Storage Administrator Architecting, planning, designing, developing, deploying and supporting RAC/ASM environment."
5626750840,,Install & configure Oracle clusterware & Database Software.
5626750840,,Test and benchmark the application prior to going into production to determine its effects on GES and GCS with special focus on load testing for interconnect traffic.
5626750840,,"Work with customer for different RAC related issue:[hangcheck timer, split brain, RAC recovery, ASM, OCR corruptions, Voting disk loss & so on].Troubleshoot performance issues for the RAC instances (GC events).Backup and Recovery issues related (loss of OCR, Voting Disk and Oracle clusterware).Resolve /Diagnose Node Eviction."
5626750840,,"Upgrade 10g R2 RAC to 11g R2 RAC.Install, configure and support uni-directional and bi-directional Oracle-to-Oracle replicate environments utilizing GoldenGate V10.4.0.x and V11.2.1.0.1.Develop custom utilities to automate manually intensive tasks including mass schema changes, recovering GoldenGate corruptions and managing host/cluster maintenance mode blackouts."
5626750840,,"Upgrade of Oracle databases from 9.2.0.5.0, 10.2.0.2 to 10.2.0.4 and 11.1.0.7.0 on Sun Solaris and Linux server."
5626750840,,"Monitor database on a regular basic with help of Alert logs, Listener log, Redo log status, Fragmentation level of Tablespaces."
5626750840,,"Oracle table partitioning and maintenance, Interval partition, Range, List and hash partition."
5626750840,,Day to day storage maintenance of VMAX/DMX/VNX arrays.
5626750840,,"Day to day storage provisioning on symmetrix in order to support migrations (ESX, UNIX, Windows).Create and configured Raid groups/Storage pools, binding/create LUNS using Unisphere manager& SYMCLI, Navisphere Manager and NaviCLI.Perform data migration from CLARIION CX4-960 to SYMMETRIX VMAX-40K using Open Replicator."
5626750840,,Administration of SAN environment consists Cisco 9513 Director switches.
5626750840,,"Allocate storage to VMware ESX, Linux, Windows, AIX, HP-UX, Solaris servers along with clusters from DMX, VMAX, CX and VNX arrays Position requires a Bachelor’s Degree in Computer Information Systems, Computer Science, Engineering or any Bachelor’s Degree with relevant experience."
5626750840,,TO APPLY: Please send resume and cover letter referencing Ref.#
5626750840,,"00AA to: Galaxy Software Solutions, Inc., Attn: Dileep Tiwari, 5820 N. Lilley Road, Suite 8, Canton, Michigan 48187 or email at jobs@galaxy-soft.com Job Features Job Category Administrator Salary Range 1 - 3 L Experience Required 2 - 3 Years"
5640428321,"Integration Architect *DISYS is currently searching for an Integration Architect to work directly for our client, a publicly traded Oilfield Services Company located in Houston, TX.*  The Integration Architect will report directly to the Integration Chief Architect and work in close cooperation with the (Senior) Integration Architect counterpart in India.  As the Integration Architect you will act as the reference to provide technical expertise through ETL and ESB Systems in the Integration Competency Center primarily using Informatica and TIBCO. In addition to providing input and vision to ETL, ESB development standards and guidelines and perform application and system administration activities for projects and operations lifecycle and leads the team supporting deployed integrations. The role demands to lead by example by demonstrating a positive attitude and team focus and by sharing knowledge and expertise with team.   *Required Skills and Experience:* * Bachelor's degree, M.Sc. or equivalent in Computer Science, IT or related * Minimum of 10 years of relevant experience on ETL/ESB applications or Software Development projects, working with the business users to analyse and solve their data requirements * Minimum combined total of 8 years of relevant experience with the Informatica Suite.( Informatica PowerCenter, PowerExchange , Developer tool sets, Informatica Metadata management, Informatica Data Quality, Informatica Big data modules) and/or with the TIBCO Suite (Business Works and Business Connect) . * Minimum of 8 years of relevant experience with the RDBMS, Unix/Linux shell scripting. * Knowledge of Oilfield terminology and business practices. * Experience with SAP as an ERP *Responsibilities:* * Act as Technical Expert for the Integration development team by guiding developers, testers, and service providers in optimum utilization of Informatica/TIBCO capabilities and best practices. * Create a culture of integrity and compliance * Inspire and sustain technical excellence, high performance and urgency regarding improving current practices Technology * Build high and low level design documentation * Review business requirements and create technical requirements documentation * Design, implement (or supervise) the Integration Team Technical Frameworks features * Responsible for the Integration Framework documentations, technical guidelines and development templates * Installation, Configuration, Documentation and maintenance of Informatica and TIBCO products on Linux servers across multiple data centers * Deploy and maintain High Availability as well as Disaster Recovery * Troubleshoot issues related to databases, job failures, software bugs and performance bottlenecks to all incidents working with multiple cross functional teams like DBA, Linux Server Administrator, Informatica Global Support, TIBCO support and work on problems and drive them to resolutions. * Proactively identify and address gaps in infrastructure such as storage needs, processing needs, computing needs and work with Infrastructure team and provider to bridge those gaps identified. * Ensure the integrity, high availability, reliability, security, and performance of Informatica/TIBCO platforms, tools, and services. * Review, Promote and deploy Informatica or TIBCO code * Apply patches/upgrades/hotfixes for Informatica or TIBCO. * Customize and Build Informatica/TIBCO monitoring framework using Linux and Informatica/TIBCO technologies * Monitor performance, deployments in production and proactively perform activities to support SLAs * Proactive Performance Management. Conduct the code health checks from quality and standard perspective * Implement version control / source code management tools * Provide support to an entire Informatica/TIBCO data integration platform starting from design, architecture, builds, configure till delivery and sign-off; * Support for Implementation of security framework and periodic compliance reviews * Provide 24x7 support of all production, QA and development environments and Implement Monitoring as required * Provide troubleshooting and diagnostic support at L2 / L3 level for ETL/ESB and Database technologies Business * Provide input and implement solutions to drive the continuous improvement of the development and support teams via unit testing strategy, standards, guideline, best practices, etc. * Provide input to the vision and infrastructure strategy of the Integration  Job Type: Full-time    Experience: * ETL/ESB applications: 10 years (Required)  Education: * Bachelor's (Required)","Integration Architect *DISYS is currently searching for an Integration Architect to work directly for our client, a publicly traded Oilfield Services Company located in Houston, TX.*"
5640428321,,The Integration Architect will report directly to the Integration Chief Architect and work in close cooperation with the (Senior) Integration Architect counterpart in India.
5640428321,,As the Integration Architect you will act as the reference to provide technical expertise through ETL and ESB Systems in the Integration Competency Center primarily using Informatica and TIBCO.
5640428321,,"In addition to providing input and vision to ETL, ESB development standards and guidelines and perform application and system administration activities for projects and operations lifecycle and leads the team supporting deployed integrations."
5640428321,,The role demands to lead by example by demonstrating a positive attitude and team focus and by sharing knowledge and expertise with team.
5640428321,,"Required Skills and Experience:* * Bachelor's degree, M.Sc."
5640428321,,"or equivalent in Computer Science, IT or related * Minimum of 10 years of relevant experience on ETL/ESB applications or Software Development projects, working with the business users to analyse and solve their data requirements * Minimum combined total of 8 years of relevant experience with the Informatica Suite.("
5640428321,,"Informatica PowerCenter, PowerExchange , Developer tool sets, Informatica Metadata management, Informatica Data Quality, Informatica Big data modules) and/or with the TIBCO Suite (Business Works and Business Connect) . *"
5640428321,,"Minimum of 8 years of relevant experience with the RDBMS, Unix/Linux shell scripting. *"
5640428321,,Knowledge of Oilfield terminology and business practices. *
5640428321,,"Experience with SAP as an ERP *Responsibilities:* * Act as Technical Expert for the Integration development team by guiding developers, testers, and service providers in optimum utilization of Informatica/TIBCO capabilities and best practices. *"
5640428321,,"Create a culture of integrity and compliance * Inspire and sustain technical excellence, high performance and urgency regarding improving current practices Technology * Build high and low level design documentation * Review business requirements and create technical requirements documentation * Design, implement (or supervise) the Integration Team Technical Frameworks features * Responsible for the Integration Framework documentations, technical guidelines and development templates * Installation, Configuration, Documentation and maintenance of Informatica and TIBCO products on Linux servers across multiple data centers * Deploy and maintain High Availability as well as Disaster Recovery * Troubleshoot issues related to databases, job failures, software bugs and performance bottlenecks to all incidents working with multiple cross functional teams like DBA, Linux Server Administrator, Informatica Global Support, TIBCO support and work on problems and drive them to resolutions. *"
5640428321,,"Proactively identify and address gaps in infrastructure such as storage needs, processing needs, computing needs and work with Infrastructure team and provider to bridge those gaps identified. *"
5640428321,,"Ensure the integrity, high availability, reliability, security, and performance of Informatica/TIBCO platforms, tools, and services. *"
5640428321,,"Review, Promote and deploy Informatica or TIBCO code * Apply patches/upgrades/hotfixes for Informatica or TIBCO. *"
5640428321,,"Customize and Build Informatica/TIBCO monitoring framework using Linux and Informatica/TIBCO technologies * Monitor performance, deployments in production and proactively perform activities to support SLAs * Proactive Performance Management."
5640428321,,"Conduct the code health checks from quality and standard perspective * Implement version control / source code management tools * Provide support to an entire Informatica/TIBCO data integration platform starting from design, architecture, builds, configure till delivery and sign-off; * Support for Implementation of security framework and periodic compliance reviews * Provide 24x7 support of all production, QA and development environments and Implement Monitoring as required * Provide troubleshooting and diagnostic support at L2 / L3 level for ETL/ESB and Database technologies Business * Provide input and implement solutions to drive the continuous improvement of the development and support teams via unit testing strategy, standards, guideline, best practices, etc. *"
5640428321,,Provide input to the vision and infrastructure strategy of the Integration Job Type: Full-time Experience: * ETL/ESB applications: 10 years (Required) Education: * Bachelor's (Required)
5665496461,"Network Engineer III *Network Engineer III*  *Location:* *Williston, VT*  *(U.S. Citizen)*  *(Security background is a MUST)*    *Client Summary:*  Our Client is a Service-Disabled Veteran-Owned business. It was founded in 2005 to address the IT and infrastructure challenges facing Federal government agencies. Since that time, they have established themselves as one of the fastest growing providers of technology and consulting services across Federal government, State and Local government, and commercial enterprises. Their staff maintain expertise spanning a wide spectrum of IT management, technology, and service solutions. They are a Cisco Gold Partner and are appraised at Capability Maturity Model Integration (CMMI) Level 2. Through the International Organization for Standardization, they hold an ISO 20000-1:2011 certification for Information Technology Service Management and ISO 27001:2005 certification for Information Security Management System. Our client has been repeatedly recognized as one of the elite in the field. The company was named to Inc. Magazine’s “The Build 100”, designating the Unites States’ Strongest and Most Strategic Growth Firms. Our client has also been recognized on Inc. Magazine’s “Top 5000 Fastest Growing Private Companies” in 2012, 2013, and 2014. The Washington Post recognized them on their 2014 “Top Work Places -Small Employers” list. They have been named as the #1 best place to work in Virginia, by Virginia Business magazine, in our respective category for the fourth consecutive year. This award is composed of two parts; 25% was a look at the benefits that an organization offers and the other 75% was based on surveys of the employees in the state. *Our client is an EEO/AA employer. Our client is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. They promote affirmative action for minorities, women, disabled persons, and veterans.*    *Position Summary:*  This Position supports the security activities associated with evaluating and improving the security of the USCIS network. It will also provide technical guidance for directing and monitoring information systems operations. Provides support in the translation of business requirements into telecommunications requirements, designs, and orders. Provides interface support to telecommunications end users, telecommunications operations personnel, and telecommunications strategic program management. Monitors and responds to hardware, software, and network problems.    *Qualifications:* * Master’s Degree or higher and/or 15+ years’ experience * Ten (10) or more years of experience in network engineering and operations and three (3) years specialized experience deploying security products (Firewalls, IDS/IPS devices, Lancope, SourceFire IDS, Cisco ISE, ForeScout CounterACT). * At least one (1) of the following active certifications: Cisco Certified Internetwork Expert (CCIE) Security, CCIE Wireless, CCIE Data Center, CCIE Routing & Switching, Cisco Certified Network Professional Security (CCNP Security), or other comparable certification or experience, which must be approved in advance * Proficiency in configuring, securing, and creating custom rule sets for: Cisco Nexus, Flexpod, IOS, Identity Services Engine (ISE), Cisco Sourcefire and any other additional networking technologies introduced by the Government * Prior experience utilizing Cisco Prime, Orion Solarwinds or another configuration management tool to create enforceable configuration *Essential Functions and Responsibilities:* * Evaluate, deploy, implement, and operate solutions designed to improve the security of the USCIS network including, but not limited to: An Intrusion Detection System; An Intrusion Prevention System; A Network Access Control; A Network discovery, mapping, and visualization; and Implementation of new solutions for Guest Wireless networks * Evaluate current and future network designs to ensure that security is incorporated as an integral consideration in these designs. * Audit firmware versions and configuration settings for all USCIS network devices to eliminate vulnerabilities and ensure USCIS network devices are deployed in accordance with vendor recommendations, industry best-practices, DoD STIGs, and DHS configuration guidance. * Review existing configuration settings to identify potential security vulnerabilities and propose setting or architectural changes to address these vulnerabilities. * Work collaboratively with other contractor teams to improve the use of automated configuration management capabilities to enforce security-relevant configuration settings. * Perform securing hardening and rule creation for new firewalls, switches, routers and other network equipment. This includes reviewing and re-evaluating existing configuration settings and rules to verify USCIS’ security posture and eliminate unnecessary risk.  Job Type: Full-time  Pay: $118,000.00 - $125,000.00 per year    Experience: * Network Engineer: 10 years (Required)  Education: * Master's (Preferred)  License: * CCIE Wireless, CCIE Data Center, CCIE Routing & Switching (Required) * Cisco Certified Internetwork Expert (CCIE) Security (Required) * CCNP Security (Required)","Network Engineer III *Network Engineer III* *Location:* *Williston, VT* *(U.S. Citizen)* *(Security background is a MUST)* *Client Summary:* Our Client is a Service-Disabled Veteran-Owned business."
5665496461,,It was founded in 2005 to address the IT and infrastructure challenges facing Federal government agencies.
5665496461,,"Since that time, they have established themselves as one of the fastest growing providers of technology and consulting services across Federal government, State and Local government, and commercial enterprises."
5665496461,,"Their staff maintain expertise spanning a wide spectrum of IT management, technology, and service solutions."
5665496461,,They are a Cisco Gold Partner and are appraised at Capability Maturity Model Integration (CMMI) Level 2.
5665496461,,"Through the International Organization for Standardization, they hold an ISO 20000-1:2011 certification for Information Technology Service Management and ISO 27001:2005 certification for Information Security Management System."
5665496461,,Our client has been repeatedly recognized as one of the elite in the field.
5665496461,,"The company was named to Inc. Magazine’s “The Build 100”, designating the Unites States’ Strongest and Most Strategic Growth Firms."
5665496461,,"Our client has also been recognized on Inc. Magazine’s “Top 5000 Fastest Growing Private Companies” in 2012, 2013, and 2014."
5665496461,,The Washington Post recognized them on their 2014 “Top Work Places -Small Employers” list.
5665496461,,"They have been named as the #1 best place to work in Virginia, by Virginia Business magazine, in our respective category for the fourth consecutive year."
5665496461,,This award is composed of two parts; 25% was a look at the benefits that an organization offers and the other 75% was based on surveys of the employees in the state. *
5665496461,,Our client is an EEO/AA employer.
5665496461,,"Our client is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law."
5665496461,,"They promote affirmative action for minorities, women, disabled persons, and veterans.*"
5665496461,,Position Summary:* This Position supports the security activities associated with evaluating and improving the security of the USCIS network.
5665496461,,It will also provide technical guidance for directing and monitoring information systems operations.
5665496461,,"Provides support in the translation of business requirements into telecommunications requirements, designs, and orders."
5665496461,,"Provides interface support to telecommunications end users, telecommunications operations personnel, and telecommunications strategic program management."
5665496461,,"Monitors and responds to hardware, software, and network problems."
5665496461,,"Qualifications:* * Master’s Degree or higher and/or 15+ years’ experience * Ten (10) or more years of experience in network engineering and operations and three (3) years specialized experience deploying security products (Firewalls, IDS/IPS devices, Lancope, SourceFire IDS, Cisco ISE, ForeScout CounterACT). *"
5665496461,,"At least one (1) of the following active certifications: Cisco Certified Internetwork Expert (CCIE) Security, CCIE Wireless, CCIE Data Center, CCIE Routing & Switching, Cisco Certified Network Professional Security (CCNP Security), or other comparable certification or experience, which must be approved in advance * Proficiency in configuring, securing, and creating custom rule sets for: Cisco Nexus, Flexpod, IOS, Identity Services Engine (ISE), Cisco Sourcefire and any other additional networking technologies introduced by the Government * Prior experience utilizing Cisco Prime, Orion Solarwinds or another configuration management tool to create enforceable configuration *Essential Functions and Responsibilities:* * Evaluate, deploy, implement, and operate solutions designed to improve the security of the USCIS network including, but not limited to: An Intrusion Detection System; An Intrusion Prevention System; A Network Access Control; A Network discovery, mapping, and visualization; and Implementation of new solutions for Guest Wireless networks * Evaluate current and future network designs to ensure that security is incorporated as an integral consideration in these designs. *"
5665496461,,"Audit firmware versions and configuration settings for all USCIS network devices to eliminate vulnerabilities and ensure USCIS network devices are deployed in accordance with vendor recommendations, industry best-practices, DoD STIGs, and DHS configuration guidance. *"
5665496461,,Review existing configuration settings to identify potential security vulnerabilities and propose setting or architectural changes to address these vulnerabilities. *
5665496461,,Work collaboratively with other contractor teams to improve the use of automated configuration management capabilities to enforce security-relevant configuration settings. *
